pid,pname,pcategory,purchaseprice,saleprice,pstock,pdescription,pimage,profit,barcode,status,sold,withdraw,stockup,stockout,supplier,stkprice,wholeprice,last_update,last_wupdate,expiry_date,is_promo
28,DJI MINI 3 REAR RIGHT ARM,DJI,110,230,4,WARRANTY 1 MONTH,"",120,DCP-28,"",15,"0","0","0",10,"0","0","","","","0"
29,DJI MINI 3 PRO TOP SHELL,DJI,40,100,3,"","",60,DCP-29,"",5,"0","0","0",10,"0","0","","","","0"
30,DJI MINI 3 TOP SHELL,DJI,70,100,5,"","",30,DCP-30,"",8,"0","0","0",10,"0","0","","","","0"
31,DJI MINI 3 PRO MIDDLE SHELL,DJI,50,250,2,"","",200,DCP-31,"",1,"0","0","0",10,"0","0","","","","0"
32,DJI MINI 3 MIDDLE SHELL,DJI,35,250,3,"","",215,DCP-32,"",1,"0","0","0",10,"0","0","","","","0"
33,DJI MINI 3 PRO BOTTOM COVER,DJI,40,110,"0","","",70,DCP-33,"","0","0","0","0",10,"0","0","","","","0"
34,DJI MINI 3 BOTTOM COVER,DJI,40,110,2,"","",70,DCP-34,"",1,"0","0","0",10,"0","0","","","","0"
35,DJI MINI 3 LEFT SIDE GIMBAL COVER,DJI,10,30,1,"","",20,DCP-35,"",3,"0","0","0",8,"0","0","","","","0"
36,DJI MINI 3 RIGHT SIDE GIMBAL COVER,DJI,10,30,4,"","",20,DCP-36,"",3,"0","0","0",8,"0","0","","","","0"
37,DJI MINI 3 PRO LEFT SIDE GIMBAL COVER,DJI,10,30,12,"","",20,DCP-37,"",1,"0","0","0",8,"0","0","","","","0"
38,DJI MINI 3 PRO RIGHT SIDE GIMBAL COVER,DJI,10,30,16,"","",20,DCP-38,"",2,"0","0","0",8,"0","0","","","","0"
39,DJI MINI 3/MINI 4 SERIES FRONT HINGE,DJI,25,90,28,"","",65,DCP-39,"",69,"0","0","0",8,"0","0","","","","0"
40,DJI MINI 3/3 PRO REAR HINGE,DJI,20,100,34,"","",80,DCP-40,"","0","0","0","0",8,"0","0","","","","0"
41,DJI MINI 3/4 PRO PTZ CABLE ,DJI,110,350,19,WARRANTY 1 MONTH,"",240,DCP-41,"",65,"0","0","0",8,"0","0","","","","0"
42,DJI MINI 3 PRO 7 IN 1 RIBBON CABLE,DJI,170,350,"0","WARRANTY 1 MONTH
","",180,DCP-42,"",3,"0","0","0",10,"0","0","","","","0"
43,DJI MINI 3 2 IN 1 RIBBON CABLE,DJI,50,190,2,WARRANTY 1 MONTH,"",140,DCP-43,"","0","0","0","0",10,"0","0","","","","0"
44,DJI MINI 3/3 PRO GPS CABLE,DJI,30,150,4,"WARRANTY 1 MONTH
","",120,DCP-44,"",10,"0","0","0",10,"0","0","","","","0"
45,DJI MINI 3 PRO POWER CABLE,DJI,50,150,1,WARRANTY 1 MONTH,"",100,DCP-45,"","0","0","0","0",10,"0","0","","","","0"
46,DJI MINI 3 POWER CABLE,DJI,50,150,3,"WARRANTY 1 MONTH
","",100,DCP-46,"",2,"0","0","0",10,"0","0","","","","0"
47,DJI MINI 3/4 PRO GIMBAL ROLL ARM,DJI,110,340,14,"","",230,DCP-47,"",26,"0","0","0",8,"0","0","","","","0"
48,DJI MINI 3/3 PRO GIMBAL YAW ARM WITH ROLL MOTOR,DJI,170,440,4,"WARRANTY 1 MONTH
","",270,DCP-48,"",12,"0","0","0",8,"0","0","","","","0"
