"id","invoice_id","product_id","product_name","remark","qty","price","dis","order_date","profit"
"7","7","14","DSR Satria Neo Billet Door Knob",,"1","90","0.00","2023-07-27","0"
"8","7","7"," DSR Carpet Matt - Satria NEO",,"1","228","0.00","2023-07-27","0"
"9","7","11"," DSR Pedal Kit with Foot rest ",,"1","183","0.00","2023-07-27","0"
"10","7","23","Eng. Mounting - Satria Neo (AT/MT)",,"1","532","0.00","2023-07-27","0"
"11","0","10"," DSR Battery Clamp ",,"1","107","0.00","2023-07-28","0"
"12","0","8"," DSR Delrin Gear Shift Knob ",,"1","122","0.00","2023-07-28","0"
"13","0","5"," DSR Carpet Matt - Putra / Satria ",,"1","228","0.00","2023-07-28","0"
"14","0","12"," DSR Pedal Kit w/o Foot Rest ",,"1","137","0.00","2023-07-28","0"
"15","0","25","Abs. Mounting (FR) - Wira/Satria/Putra",,"1","69","0.00","2023-07-28","0"
"16","0","24","Eng. Mounting - Wira/Satria/Putra (MT)",,"1","380","0.00","2023-07-28","0"
"25","8","10"," DSR Battery Clamp ",,"1","107","0.00","2023-07-28","0"
"26","8","8"," DSR Delrin Gear Shift Knob ",,"1","122","0.00","2023-07-28","0"
"27","8","5"," DSR Carpet Matt - Putra / Satria ",,"1","228","0.00","2023-07-28","0"
"28","8","12"," DSR Pedal Kit w/o Foot Rest ",,"1","137","0.00","2023-07-28","0"
"29","8","25","Abs. Mounting (FR) - Wira/Satria/Putra",,"2","69","0.00","2023-07-28","0"
"30","8","24","Eng. Mounting - Wira/Satria/Putra (MT)",,"1","380","0.00","2023-07-28","0"
"36","0","20","Proton Putra CF Kevlar",,"1","3952","0.00","2023-07-29","0"
"37","0","10"," DSR Battery Clamp ",,"1","107","0.00","2023-07-29","0"
"38","0","55"," DSR T-Shirt (Black) - Size L",,"1","48","0.00","2023-07-29","0"
"39","0","5"," DSR Carpet Matt - Putra / Satria ",,"1","228","0.00","2023-07-29","0"
"40","14","10"," DSR Battery Clamp ",,"1","107","0.00","2023-07-29","0"
"41","14","5"," DSR Carpet Matt - Putra / Satria ",,"1","228","0.00","2023-07-29","0"
"42","14","55"," DSR T-Shirt (Black) - Size L",,"1","48","0.00","2023-07-29","0"
"43","14","20","Proton Putra CF Kevlar",,"1","3952","0.00","2023-07-29","0"
"44","15","54"," DSR T-Shirt (Black) - Size M",,"1","48","0.00","2023-07-29","0"
"45","16","25","Abs. Mounting (FR) - Wira/Satria/Putra",,"2","69","0.00","2023-07-29","0"
"47","17","51"," DSR T-Shirt (Red) - Size L",,"1","48","0.00","2023-07-29","0"
"48","17","15","DSR Baseball Cap ",,"1","40","0.00","2023-07-29","0"
"49","18","19","DSR Umbrella",,"1","50","0.00","2023-07-29","0"
"50","18","54"," DSR T-Shirt (Black) - Size M",,"1","48","0.00","2023-07-29","0"
"51","19","7"," DSR Carpet Matt - Satria NEO",,"1","228","0.00","2023-07-29","0"
"52","20","8"," DSR Delrin Gear Shift Knob ",,"1","122","0.00","2023-07-29","0"
"53","21","10"," DSR Battery Clamp ",,"1","107","0.00","2023-07-29","0"
"54","21","11"," DSR Pedal Kit with Foot rest ",,"1","183","0.00","2023-07-29","0"
"55","22","15","DSR Baseball Cap ",,"1","40","0.00","2023-07-29","0"
"56","23","54"," DSR T-Shirt (Black) - Size M",,"1","48","0.00","2023-07-29","0"
"57","24","8"," DSR Delrin Gear Shift Knob ",,"1","122","0.00","2023-07-29","0"
"58","25","13","DSR Aluminium Bosskit Extender 60mm",,"2","348","0.00","2023-07-29","0"
"59","26","14","DSR Satria Neo Billet Door Knob",,"1","90","0.00","2023-07-29","0"
"62","27","54"," DSR T-Shirt (Black) - Size M",,"1","48","0.00","2023-07-29","0"
"63","27","55"," DSR T-Shirt (Black) - Size L",,"1","48","0.00","2023-07-29","0"
"64","27","15","DSR Baseball Cap ",,"1","40","0.00","2023-07-29","0"
"65","29","55"," DSR T-Shirt (Black) - Size L",,"1","48","0.00","2023-07-29","0"
"66","30","55"," DSR T-Shirt (Black) - Size L",,"1","48","0.00","2023-07-29","0"
"67","31","57"," DSR T-Shirt (Black) - Size 2XL",,"1","48","0.00","2023-07-29","0"
"68","32","57"," DSR T-Shirt (Black) - Size 2XL",,"1","48","0.00","2023-07-29","0"
"113","62","24","Eng. Mounting - Wira/Satria/Putra (MT)",,"1","380","0.00","2023-09-03","0"
"114","63","25","Abs. Mounting (FR) - Wira/Satria/Putra",,"2","69","0.00","2023-09-03","0"
"115","64","5"," DSR Carpet Matt - Putra / Satria ",,"1","228","0.00","2023-09-03","0"
"116","65","18"," DSR T-Shirt (Red) - Size S",,"1","48","0.00","2023-09-03","0"
"117","66","52"," DSR T-Shirt (Red) - Size XL",,"1","48","0.00","2023-09-03","0"
"118","67","5"," DSR Carpet Matt - Putra / Satria ",,"1","228","0.00","2023-09-03","0"
"119","68","5"," DSR Carpet Matt - Putra / Satria ",,"1","228","0.00","2023-09-03","0"
"121","70","25","Abs. Mounting (FR) - Wira/Satria/Putra",,"2","69","0.00","2023-09-03","0"
"122","71","8"," DSR Delrin Gear Shift Knob ",,"1","122","0.00","2023-09-03","0"
"123","72","8"," DSR Delrin Gear Shift Knob ",,"1","122","0.00","2023-09-03","0"
"124","72","56"," DSR T-Shirt (Black) - Size XL",,"1","48","0.00","2023-09-03","0"
"125","73","5"," DSR Carpet Matt - Putra / Satria ",,"1","228","0.00","2023-09-03","0"
"126","74","57"," DSR T-Shirt (Black) - Size 2XL",,"1","48","0.00","2023-09-03","0"
"127","75","19","DSR Umbrella",,"1","50","0.00","2023-09-03","0"
"128","69","5"," DSR Carpet Matt - Putra / Satria ",,"1","228","0.00","2023-09-03","0"
"129","76","13","DSR Aluminium Bosskit Extender 60mm",,"1","348","0.00","2023-09-08","0"
"142","84","0"," EXHAUST PROTECTOR","USED","1","240","0.00","2023-11-07","0"
"143","84","0","GROUNDING WORKS","ADDTIONAL GROUNDING","1","130","0.00","2023-11-07","0"
"144","84","0","MANUAL STRING","ALINGMENT","1","120","0.00","2023-11-07","0"
"145","84","0"," MYEG TRANSFER",,"1","450","0.00","2023-11-07","0"
"146","84","0","BRAKE BLEEDING","LABOUR","1","100","0.00","2023-11-07","0"
"147","84","0","REAR SPARE TYRE","CARPET","1","380","0.00","2023-11-07","0"
"148","84","0","GEAR OIL REPLACEMENT",,"1","220","0.00","2023-11-07","0"
"149","83","0",,,"1","0","0.00","2023-11-07","0"
"150","83","0",,,"1","0","0.00","2023-11-07","0"
"151","83","0",,,"1","0","0.00","2023-11-07","0"
"152","85","0","FRONT AND REAR BUMPER","REPAINT","2","450","0.00","2023-09-01","0"
"153","85","0","FRONT RIGHT AND LEFT DOOR","REPAINT","2","350","0.00","2023-09-01","0"
"154","85","0","REAR RIGHT AND LEFT DOOR","REPAINT","2","350","0.00","2023-09-01","0"
"155","85","0","FRONT FENDER RIGHT","REPAINT","1","250","50.00","2023-09-01","0"
"156","85","0","FRONT FENDER LEFT","REPAINT","1","250","50.00","2023-09-01","0"
"157","85","0","REAR RIGHT QUATER",,"1","350","50.00","2023-09-01","0"
"158","85","0","REAR LEFT QUATER",,"1","350","50.00","2023-09-01","0"
"159","86","0","QUATER GLASS","REPLACEMENT INSTALLATIONS","1","160","0.00","2023-09-02","0"
"160","87","0"," METER CLUSTER","SATRIA","1","150","0.00","2023-09-23","0"
"161","87","0","RADIO PANEL","9 INCH ANDROID","1","70","0.00","2023-09-23","0"
"162","87","0","DRINK HOLDER",,"1","28","0.00","2023-09-23","0"
"163","87","0","PANEL PAINTING","TITANIUM MATT ","1","300","90.00","2023-09-23","0"
"164","87","0","DYNAVIN ANDROID PLAYER",,"1","1580","0.00","2023-09-23","0"
"165","87","0","INFINITY BASS LINK","ACTIVE WOOFER","1","1498","150.00","2023-09-23","0"
"166","87","0","INFINITY REFERENCE COMPONENTS SET"," FRONT SPEAKER","1","1088","0.00","2023-09-23","0"
"167","87","0"," INFINITY REFERENCE","2 WAY SPEAKER REAR","1","585","80.00","2023-09-23","0"
"168","87","0"," FRONT BUMPER CLIP",,"1","43","20.00","2023-09-23","0"
"169","87","0"," FRONT BUMPER CLIP",,"1","43","20.00","2023-09-23","0"
"170","87","0","DELRIN LOGO","BRACKET","1","70","30.00","2023-09-23","0"
"171","87","10"," DSR Battery Clamp ",,"1","133","26.00","2023-09-23","0"
"172","87","8"," DSR Delrin Gear Shift Knob ",,"1","152","30.00","2023-09-23","0"
"177","89","56"," DSR T-Shirt (Black) - Size XL",,"1","48","0.00","2023-09-30","0"
"178","90","53"," DSR T-Shirt (Red) - Size 2XL",,"1","48","0.00","2023-09-30","0"
"179","91","15","DSR Baseball Cap ",,"1","50","0.00","2023-11-15","0"
"188","93","10"," DSR Battery Clamp ",,"1","133","0.00","2023-11-21","0"
"194","94","0","INSIDE-OUTSIDE PAINTING","ROBERLO KRONOX 3200 SAMBA GREEN PEARL(GY15P)","1","7500","0.00","2023-11-23","0"
"195","94","0","2K ANTI-CORROSIVE","BODY RUST TREATMENT - WELDING","1","1600","0.00","2023-11-23","0"
"196","94","0","ADDTIONAL PAINTING","FLOOR BAORD","1","900","0.00","2023-11-23","0"
"197","94","0","WINDSCREEN","MOLDING","1","285","0.00","2023-11-23","0"
"198","94","0","CLEAR COAT UPGRADE","ROBERLO KRONOX 3200","1","1500","0.00","2023-11-23","0"
"200","95","0","6th Final Payment BOM Cost",,"1","7292.87","0.00","2023-11-21","0"
"203","98","0","SATRIA GTI REAR LAMP (SMOKED)","(RH & LH)","2","180","0.00","2023-11-27","0"
"211","103","0","GPS RENEWAL",,"1","156","0.00","2023-11-29","0"
"212","103","0","TIE-ROD","RACK END","1","190","0.00","2023-11-29","0"
"213","103","0","MANUAL STRING ALINGMENT",,"1","120","0.00","2023-11-29","0"
"214","88","0","Cadnium Coating","caliper","1","585","0.00","2023-11-09","0"
"215","88","0","Repair kit","front & rear","2","82","0.00","2023-11-09","0"
"216","88","0"," LABOUR SPACE",,"1","90","0.00","2023-11-09","0"
"217","88","0","BRAKE FLUID","BOSCH DOT 4","1","35","0.00","2023-11-09","0"
"218","88","0","REFURBISHED","SERVO","1","40","0.00","2023-11-09","0"
"219","88","0","MASTER PUMP","SATRIA TRW","1","95","0.00","2023-11-09","0"
"220","81","26","Abs. Mounting (FR) - Satria Neo",,"2","76","0.00","2023-11-07","0"
"221","60","17"," DSR T-Shirt (Black) - Size S",,"1","60","0.00","2023-07-30","0"
"222","59","55"," DSR T-Shirt (Black) - Size L",,"1","48","0.00","2023-07-30","0"
"223","58","56"," DSR T-Shirt (Black) - Size XL",,"1","48","0.00","2023-07-30","0"
"224","58","52"," DSR T-Shirt (Red) - Size XL",,"1","48","0.00","2023-07-30","0"
"225","57","57"," DSR T-Shirt (Black) - Size 2XL",,"2","48","0.00","2023-07-30","0"
"226","56","7"," DSR Carpet Matt - Satria NEO",,"1","285","0.00","2023-07-30","0"
"227","55","13","DSR Aluminium Bosskit Extender 60mm",,"1","348","0.00","2023-07-30","0"
"228","54","54"," DSR T-Shirt (Black) - Size M",,"1","48","0.00","2023-07-30","0"
"229","53","13","DSR Aluminium Bosskit Extender 60mm",,"1","348","0.00","2023-07-30","0"
"230","53","5"," DSR Carpet Matt - Putra / Satria ",,"1","285","0.00","2023-07-30","0"
"231","52","57"," DSR T-Shirt (Black) - Size 2XL",,"1","48","0.00","2023-07-30","0"
"232","51","56"," DSR T-Shirt (Black) - Size XL",,"1","48","0.00","2023-07-30","0"
"233","50","57"," DSR T-Shirt (Black) - Size 2XL",,"1","48","0.00","2023-07-30","0"
"234","50","57"," DSR T-Shirt (Black) - Size 2XL",,"1","48","0.00","2023-07-30","0"
"235","49","57"," DSR T-Shirt (Black) - Size 2XL",,"1","48","0.00","2023-07-30","0"
"236","49","15","DSR Baseball Cap ",,"1","50","0.00","2023-07-30","0"
"237","48","55"," DSR T-Shirt (Black) - Size L",,"1","48","0.00","2023-07-30","0"
"238","48","56"," DSR T-Shirt (Black) - Size XL",,"1","48","0.00","2023-07-30","0"
"239","48","19","DSR Umbrella",,"1","62","0.00","2023-07-30","0"
"240","47","5"," DSR Carpet Matt - Putra / Satria ",,"1","285","0.00","2023-07-30","0"
"241","46","54"," DSR T-Shirt (Black) - Size M",,"1","48","0.00","2023-07-30","0"
"242","45","54"," DSR T-Shirt (Black) - Size M",,"1","48","0.00","2023-07-30","0"
"243","45","17"," DSR T-Shirt (Black) - Size S",,"1","60","0.00","2023-07-30","0"
"244","45","18"," DSR T-Shirt (Red) - Size S",,"1","60","0.00","2023-07-30","0"
"245","44","54"," DSR T-Shirt (Black) - Size M",,"1","48","0.00","2023-07-30","0"
"246","42","23","Eng. Mounting - Satria Neo (AT/MT)",,"1","532","0.00","2023-07-30","0"
"247","42","21"," Satria Neo CF Bonet Hood  ",,"1","3040","0.00","2023-07-30","0"
"248","41","15","DSR Baseball Cap ",,"1","50","0.00","2023-07-30","0"
"249","40","57"," DSR T-Shirt (Black) - Size 2XL",,"1","48","0.00","2023-07-30","0"
"250","39","59","Combo Package 2 (DSR_Umbrella/T-Shirt/Cap)",,"1","130","0.00","2023-07-30","0"
"251","38","15","DSR Baseball Cap ",,"2","50","0.00","2023-07-30","0"
"252","38","55"," DSR T-Shirt (Black) - Size L",,"1","48","0.00","2023-07-30","0"
"253","38","56"," DSR T-Shirt (Black) - Size XL",,"1","48","0.00","2023-07-30","0"
"254","37","57"," DSR T-Shirt (Black) - Size 2XL",,"1","48","0.00","2023-07-30","0"
"255","36","57"," DSR T-Shirt (Black) - Size 2XL",,"1","48","0.00","2023-07-30","0"
"256","35","56"," DSR T-Shirt (Black) - Size XL",,"1","48","0.00","2023-07-30","0"
"257","34","11"," DSR Pedal Kit with Foot rest ",,"1","228","0.00","2023-07-30","0"
"258","34","54"," DSR T-Shirt (Black) - Size M",,"1","48","0.00","2023-07-30","0"
"259","33","57"," DSR T-Shirt (Black) - Size 2XL",,"1","48","0.00","2023-07-29","0"
"263","106","19","DSR Umbrella",,"2","62","12.00","2023-12-07","0"
"272","118","55"," DSR T-Shirt (Black) - Size L",,"1","48","0.00","2023-12-16","0"
"273","119","15","SNG - DSR Baseball Cap ",,"1","40","0.00","2023-12-16","0"
"274","120","0","Seat Top up",,"1","1930","0.00","2023-11-01","0"
"275","121","26","SNG - Abs. Mounting (FR) - Satria Neo",,"2","95","19.00","2023-11-02","0"
"276","122","0","Added Items",,"1","1569","0.00","2023-11-03","0"
"277","123","12","SNG - DSR Pedal Kit w/o Foot Rest ",,"1","171","0.00","2023-11-07","0"
"278","124","0","Depost 70%","Inv 0075","1","4274","0.00","2023-11-11","0"
"279","125","0","Deposit 75%","Inv 76,77,78,79","1","9288","0.00","2023-11-15","0"
"280","126","15","SNG - DSR Baseball Cap ",,"1","50","0.00","2023-11-15","0"
"281","127","0","Payment for Inv 00158",,"1","1812","0.00","2023-11-17","0"
"282","128","0","Payment for Restoration Myvi",,"1","7000","0.00","2023-11-21","0"
"283","129","0","Deposit 70%",,"1","4237.1","0.00","2023-11-25","0"
"284","130","0","Payment for tinted","JGM4050","1","1450","0.00","2023-11-27","0"
"285","131","0","Final Payment",,"1","3735","0.00","2023-11-23","0"
"286","132","0","Payment for Inv 00197",,"1","466","0.00","2023-12-01","0"
"287","133","0","Payment for Inv 00199",,"1","2264","0.00","2023-12-03","0"
"288","134","0","Payment for Inv 00198",,"1","2266","0.00","2023-12-04","0"
"289","135","0","Payment for Inv 00196",,"1","3801","0.00","2023-12-05","0"
"291","137","0","Deposit 70%","Quo 0082","1","2450","0.00","2023-12-06","0"
"292","138","0","4th Progressive Payment","BOM Cost","1","10000","0.00","2023-12-07","0"
"293","139","0","GPS RENEWAL",,"1","156","0.00","2023-12-09","0"
"294","140","0","Spare Part",,"1","2153.92","0.00","2023-12-13","0"
"295","141","12","SNG - DSR Pedal Kit w/o Foot Rest ",,"1","171","0.00","2023-12-14","0"
"296","142","19","SNG - DSR Umbrella",,"1","49","0.00","2023-12-21","0"
"297","143","0","Payment and Depo 70%","Inv 00213 & Quo 0085","1","3000","0.00","2023-12-26","0"
"298","144","0","Deposit payment 75%","Quo 0049","1","1551","0.00","2023-12-27","0"
"299","145","0","Payment for Inv 00211",,"1","2625","0.00","2023-12-27","0"
"300","146","0","Payment for Inv 00215",,"1","3918","0.00","2023-12-28","0"
"301","147","0","Deposit for Chassis ","Quo 0055 & Quo 0083","1","5000","0.00","2023-12-28","0"
"302","148","0","Payment Num Plate Installment",,"1","238","0.00","2023-12-28","0"
"303","149","0","Payment for Exhaust Installation & Valve Cover",,"1","830","0.00","2023-12-29","0"
"305","151","62","Test Product wp",,"1","66","0.00","2024-01-06","0"
"310","154","0","Air Flow Sensor Socket ",,"1","90","0.00","2024-01-06","0"
"311","154","0","Wire Conduit",,"1","0","0.00","2024-01-06","0"
"312","136","25","SNG - Abs. Mounting (FR) - Wira/Satria/Putra",,"2","69","0.00","2023-12-06","0"
"313","155","0","Depo Abs","WNE 262","1","2000","0.00","2024-01-03","0"
"314","156","0","Deposit 70%","Inv 84&86","1","7290","0.00","2024-01-03","0"
"315","157","0","Payment for Sport Rim","Inv 88","1","2710","0.00","2024-01-03","0"
"316","158","0","Deposit 70%","Quo 00218","1","5145","0.00","2024-01-08","0"
"317","159","0","Deposit 70%","Quo 87 & 91","1","3332","0.00","2024-01-10","0"
"318","160","0","GPS RENEWAL",,"1","156","0.00","2024-01-03","0"
"320","162","0","Deposit payment 70% ","Body Repair","1","2627.8","0.00","2024-01-12","0"
"321","163","5","SNG - DSR Carpet Matt - Putra / Satria ",,"1","285","0.00","2024-01-17","0"
"322","163","24","SNG - Eng. Mounting - Wira/Satria/Putra (MT)",,"1","380","0.00","2024-01-17","0"
"323","164","15","SNG - DSR Baseball Cap ",,"1","50","10.00","2024-01-16","0"
"324","164","56"," DSR T-Shirt (Black) - Size XL",,"1","48","0.00","2024-01-16","0"
"327","166","0","Upgrade Front Light (Myvi)","VA H LED Light","1","380","0.00","2024-01-22","0"
"328","166","0","Auto Light Sensor","Intelligent Auto Light","1","360","0.00","2024-01-22","0"
"331","168","0","Labour Mounting Replacement",,"1","20","0.00","2024-01-23","0"
"332","168","0","Brake Bulb",,"1","20","0.00","2024-01-23","0"
"333","169","0","Bumper clip ",,"6","2.5","0.00","2024-02-02","0"
"339","171","0","Engine Oil - Fully Synthetic 10W/30 - 195577",,"1","265","0.00","2024-02-05","0"
"340","171","0","Oil Filter",,"1","15","0.00","2024-02-05","0"
"341","171","0","Air Filter",,"1","25","0.00","2024-02-05","0"
"342","171","0","Spare Tank Canister",,"1","45","0.00","2024-02-05","0"
"343","171","0","Labour",,"1","30","0.00","2024-02-05","0"
"348","174","20","Proton Putra CF Kevlar",,"1","4940","0.00","2023-06-04","0"
"349","174","0","Installation and Labour, 3M Bonding",,"1","2245","0.00","2023-06-04","0"
"350","175","0","Engine oil semi Shell 10w - 40",,"1","142","0.00","2024-02-17","0"
"351","175","0","Oil Filter",,"1","15","0.00","2024-02-17","0"
"352","176","0","Inspection",,"1","250","0.00","2024-02-19","0"
"353","176","0","MyEG Ownership transfer (door to door)",,"1","450","0.00","2024-02-19","0"
"354","176","0","Cancel Roadtax",,"1","50","0.00","2024-02-19","0"
"355","177","0","Mounting replacement",,"1","220","0.00","2024-02-21","0"
"356","177","0","Welding mounting bracket",,"1","40","0.00","2024-02-21","0"
"360","179","0","Central lock (parts replaced & labour)",,"1","85","0.00","2024-02-22","0"
"361","179","0","Repair odometer (gearing parts replaced & labour)",,"1","150","0.00","2024-02-22","0"
"362","179","0","Lalamove (sent charger unit)",,"1","15","0.00","2024-02-22","0"
"366","181","0","Valve Cover Gasket",,"1","90","0.00","2024-02-24","0"
"367","181","0","Plug seal",,"1","168","0.00","2024-02-24","0"
"368","181","0","Valve Cover Seal",,"1","234","0.00","2024-02-24","0"
"382","183","0","Air flow sensor ",,"1","350","0.00","2024-03-07","0"
"383","183","0","Seat belt buckle",,"1","50","0.00","2024-03-07","0"
"384","183","0","Wiring works",,"1","350","0.00","2024-03-07","0"
"385","183","0","ECU Wiring repair",,"1","0","0.00","2024-03-07","0"
"386","183","0","IMMO Box removal and wiring",,"1","0","0.00","2024-03-07","0"
"387","183","0","Labour ",,"1","0","0.00","2024-03-07","0"
"390","185","0","FRONT BUMPER TOUCH UP",,"1","250","0.00","2024-03-09","0"
"391","185","0","REAR BUMPER TOUCH UP",,"1","150","0.00","2024-03-09","0"
"396","186","0","AIRBAG REPAIR",,"1","1400","0.00","2024-03-11","0"
"397","186","0","Steering Airbag",,"1","0","0.00","2024-03-11","0"
"398","186","0","Seat Belt Front Driver & Passenger",,"1","0","0.00","2024-03-11","0"
"399","186","0","Reset Airbag Module",,"1","0","0.00","2024-03-11","0"
"400","186","0","Number Plate",,"1","20","0.00","2024-03-11","0"
"403","187","0","WATERPUMP RUBBER HOSE",,"1","35","0.00","2024-03-12","0"
"404","187","0","RADIATOR CAP 1.1 BAR JAPAN",,"1","25","0.00","2024-03-12","0"
"405","187","0","THERMOSTAT JAPAN - TAMA",,"1","55","0.00","2024-03-12","0"
"406","187","0","THERMOSTAT CLIP WASHER",,"1","15","0.00","2024-03-12","0"
"407","187","0","LABOUR",,"1","55","0.00","2024-03-12","0"
"408","188","0","OIL FILTER",,"1","28","0.00","2024-03-25","0"
"409","188","0","ENGINE OIL",,"1","175","0.00","2024-03-25","0"
"410","188","0","AIR FILTER",,"1","35","0.00","2024-03-25","0"
"411","188","0","ENGINE OIL DRAIN NUT WASHER",,"1","10","0.00","2024-03-25","0"
"412","188","0","LABOUR",,"1","25","0.00","2024-03-25","0"
"422","189","0","Compressor Rebuild",,"1","2330","0.00","2024-03-26","0"
"423","189","0","Aircond Gas",,"1","0","0.00","2024-03-26","0"
"424","189","0","Compressor oil",,"1","0","0.00","2024-03-26","0"
"425","189","0","Vacuum whole system",,"1","0","0.00","2024-03-26","0"
"426","189","0","Flushing hoses",,"1","0","0.00","2024-03-26","0"
"427","189","0","Replace Dryer",,"1","0","0.00","2024-03-26","0"
"428","189","0","Cooling coil",,"1","0","0.00","2024-03-26","0"
"429","189","0","Condenser",,"1","0","0.00","2024-03-26","0"
"430","189","0","Labour",,"1","0","0.00","2024-03-26","0"
"431","190","0","Steering Rack - Polo sedan  (Thailand 3 months warranty)",,"1","850","0.00","2024-03-26","0"
"432","190","0","Labour  Alignment ",,"1","300","0.00","2024-03-26","0"
"433","191","0","Tensioner bearing with labour",,"1","200","0.00","2024-03-26","0"
"434","192","0","Engine Oil Shell Mineral",,"1","105","0.00","2024-03-28","0"
"435","192","0","Oil Filter",,"1","20","0.00","2024-03-28","0"
"436","192","0","Labour Service",,"1","25","0.00","2024-03-28","0"
"437","193","0","FAN DENSO NEW",,"1","290","0.00","2024-03-28","0"
"438","193","0","AIR COND GAS",,"1","60","0.00","2024-03-28","0"
"439","193","0","COMPRESSOR OIL",,"1","50","0.00","2024-03-28","0"
"440","193","0","FLUSHING SYSTEM",,"1","180","0.00","2024-03-28","0"
"441","193","0","CHANGE PIPE",,"1","100","0.00","2024-03-28","0"
"442","194","0","ENGINE OIL AND FILTER",,"1","150","0.00","2024-03-28","0"
"443","195","0","ENGINE OIL SHELL 10W40 4L",,"1","115","0.00","2024-03-28","0"
"444","195","0","OIL FILTER",,"1","20","0.00","2024-03-28","0"
"445","195","0","LABOUR SERVICE",,"1","25","0.00","2024-03-28","0"
"448","196","0","Absorber Replacement - utilities after working hours",,"1","35","0.00","2024-03-29","0"
"449","196","0","Front Disc Replacement - working hour",,"1","40","0.00","2024-03-29","0"
"450","196","0","Driveshaft Replacement",,"1","65","0.00","2024-03-29","0"
"459","199","0","Deposit 50% ","Exhaust & Gearbox Overhaul","1","2950","0.00","2024-04-01","0"
"462","201","0","Rear 3rd Brake Light",,"1","150","0.00","2024-04-22","0"
"463","201","0","Labour",,"1","40","0.00","2024-04-22","0"
"464","202","55"," DSR T-Shirt (Black) - Size L",,"1","60","10.00","2024-04-22","0"
"465","203","0","R3 HEADER CPS",,"1","1831","0.00","2024-04-27","0"
"485","204","0","ENGINE MOUNTING","4G93","1","380","0.00","2024-04-27","0"
"486","204","0","SIDE SKIRT REPAINT",,"1","180","0.00","2024-04-27","0"
"487","204","0","FRONT LIP REPAINT",,"1","180","0.00","2024-04-27","0"
"488","204","0","FRONT LOWER ARM","LOKCO","2","228","0.00","2024-04-27","0"
"489","204","0","TIE ROD","555","1","90","0.00","2024-04-27","0"
"490","204","0","RACK END","555","1","130","0.00","2024-04-27","0"
"491","204","0","SUSPENSION ARM SHORT","LOKCO","2","72.7","0.00","2024-04-27","0"
"492","204","0","SUSPENSION ARM LONG","LOKCO","2","85.5","0.00","2024-04-27","0"
"493","204","0","STEERING RACK BOOTH","LOKCO","2","43","0.00","2024-04-27","0"
"494","204","0","REAR LOWER ARM","LOKCO","2","138","0.00","2024-04-27","0"
"495","204","0","REAR TRAILING ARM BUSH","LOKCO","2","73","0.00","2024-04-27","0"
"496","204","0","LABOUR MACHINE SHOP","ALINGMENT","1","470","0.00","2024-04-27","0"
"497","204","0","RPM GAUGE NOS",,"1","350","0.00","2024-04-27","0"
"498","204","0","PCB BOARD",,"1","540","0.00","2024-04-27","0"
"499","204","0","SPEEDO CABLE ","NEW","1","50","0.00","2024-04-27","0"
"500","204","0","FRONT ROTORS SHOIJI",,"1","300","0.00","2024-04-27","0"
"501","204","0","REAR ROTORS SHOIJI",,"1","245","0.00","2024-04-27","0"
"502","204","0","T10 LED",,"1","0","0.00","2024-04-27","0"
"503","204","0","LABOUR",,"1","0","0.00","2024-04-27","0"
"521","206","0","ENGINE OIL MOTUL 10W - 40",,"1","250","0.00","2024-04-30","0"
"522","206","0","OIL FILTER K&N",,"1","48","0.00","2024-04-30","0"
"523","206","0","CENTRE CONE",,"1","120","0.00","2024-04-30","0"
"524","206","0","ON WHEEL BALANCING",,"2","30","0.00","2024-04-30","0"
"525","206","0","OFF WHEEL BALANCING",,"4","15","0.00","2024-04-30","0"
"526","206","0","CHECK TORQUE CHASSIS",,"1","0","0.00","2024-04-30","0"
"527","206","0","DRIVER PASSENGER SEAT INSULATION FOAM",,"1","0","0.00","2024-04-30","0"
"528","206","0","LABOUR",,"1","100","0.00","2024-04-30","0"
"529","205","0","BODY PAINTING (ROBERLO 250HS)","OUTSIDE ONLY, BODY KIT LINING REPLACE","1","5800","0.00","2024-04-29","0"
"530","205","0","INTERIOR TRIMS (REPAINT)","SELECTED TRIMS","1","850","0.00","2024-04-29","0"
"531","205","0","FOG LIGHT DEPO","1 PAIR","1","290","0.00","2024-04-29","0"
"532","205","0","WHEELS PAINTING 16 INCH","REMOVE TYRES, BALACING","4","200","0.00","2024-04-29","0"
"533","205","0","FRONT DRIVER SEAT REPAIR","RE-PAD","1","450","0.00","2024-04-29","0"
"534","205","0","INTERIOR CLEANING","SEAT. CARPET, FLOOR MATT, COMPLIMENTARY","1","350","350.00","2024-04-29","0"
"535","205","0","NEO HEADLAMP PAIR",,"2","430","0.00","2024-04-29","0"
"536","205","0","TINTED FLIM (SYNERGY 50)"," 5 YEAR WARRANTY, 6 MIL, SECURITY FLIM","1","1500","0.00","2024-04-29","0"
"537","205","0","SPORT RM REPAIR","1 PCS","1","130","0.00","2024-04-29","0"
"538","205","0","DRIVER SIDE MIRROR GLASS","USED","1","40","0.00","2024-04-29","0"
"539","205","0","CLIPS & MISCELLANEOUS",,"1","53","0.00","2024-04-29","0"
"541","208","0","CHANGE FLEXIBLE PIPE",,"1","240","0.00","2024-05-04","0"
"542","208","0","SCREWS",,"5","5","0.00","2024-05-04","0"
"543","208","0","BRACKET LOWER ARM",,"1","10","0.00","2024-05-04","0"
"544","208","0","LABOUR FOR EXHAUST",,"1","40","0.00","2024-05-04","0"
